import time: self [us] | cumulative | imported package
import time:       164 |       9638 |         matplotlib.style
import time:       347 |        347 |                   matplotlib.category
import time:       907 |        907 |                     matplotlib.offsetbox
import time:       198 |        198 |                     matplotlib.container
import time:       405 |        405 |                     matplotlib.legend_handler
import time:       574 |       2082 |                   matplotlib.legend
import time:       403 |        403 |                   matplotlib.mlab
import time:       384 |        384 |                   matplotlib.quiver
import time:       136 |        136 |                   matplotlib.stackplot
import time:       281 |        281 |                   matplotlib.streamplot
import time:      2269 |       2269 |                   matplotlib.table
import time:       354 |        354 |                     matplotlib.tri.triangulation
import time:       527 |        527 |                     matplotlib.tri.tricontour
import time:       159 |        159 |                     matplotlib.tri.tritools
import time:       160 |        160 |                     matplotlib.tri.trifinder
import time:       514 |        514 |                     matplotlib.tri.triinterpolate
import time:       174 |        174 |                     matplotlib.tri.trirefine
import time:       131 |        131 |                     matplotlib.tri.tripcolor
import time:       119 |        119 |                     matplotlib.tri.triplot
import time:       262 |       2396 |                   matplotlib.tri
import time:      3501 |       3501 |                     matplotlib.axis
import time:      1705 |       5205 |                   matplotlib.axes._base
import time:       204 |        204 |                   matplotlib.axes._secondary_axes
import time:     10163 |      23866 |                 matplotlib.axes._axes
import time:       168 |        168 |                   matplotlib.tight_layout
import time:       213 |        213 |                   matplotlib._layoutgrid
import time:       427 |        807 |                 matplotlib.gridspec
import time:     12910 |      37582 |               matplotlib.axes._subplots
import time:       188 |      37769 |             matplotlib.axes
import time:       575 |        575 |             matplotlib.projections.geo
import time:       885 |        885 |             matplotlib.projections.polar
import time:       147 |        147 |                   mpl_toolkits.mplot3d.proj3d
import time:      1541 |       1687 |                 mpl_toolkits.mplot3d.art3d
import time:       313 |        313 |                 mpl_toolkits.mplot3d.axis3d
import time:      8178 |      10177 |               mpl_toolkits.mplot3d.axes3d
import time:       418 |      10594 |             mpl_toolkits.mplot3d
import time:       228 |      50049 |           matplotlib.projections
import time:      4259 |      54308 |         matplotlib.figure
import time:       151 |        151 |         matplotlib.backends
import time:       266 |        266 |         matplotlib.backends._backend_agg
import time:      4270 |     229274 |       matplotlib.pyplot
import time:       200 |        200 |           cirq.linalg.tolerance
import time:       430 |        430 |           cirq.linalg.transformations
import time:       286 |        915 |         cirq.linalg.predicates
import time:       330 |       1245 |       cirq.linalg.diagonalize
import time:      1127 |     231645 |     cirq.linalg.decompositions
import time:       305 |        305 |     cirq.linalg.operator_spaces
import time:       216 |     232428 |   cirq.linalg
import time:      1470 |       1470 |       cirq.ops.raw_types
import time:       651 |       2121 |     cirq.ops.arithmetic_operation
import time:       571 |        571 |             cirq.ops.eigen_gate
import time:       324 |        324 |               cirq.ops.gate_features
import time:       500 |        823 |             cirq.ops.gate_operation
import time:       327 |        327 |             cirq.ops.matrix_gates
import time:       501 |       2221 |           cirq.ops.controlled_operation
import time:       536 |       2756 |         cirq.ops.controlled_gate
import time:       388 |        388 |         cirq.ops.swap_gates
import time:       558 |        558 |         cirq.ops.measurement_gate
import time:      1303 |       5003 |       cirq.ops.common_gates
import time:       317 |        317 |       cirq.ops.identity
import time:       319 |        319 |       cirq.ops.named_qubit
import time:       822 |        822 |       cirq.ops.pauli_gates
import time:       382 |        382 |       cirq.ops.phased_x_z_gate
import time:      1194 |       8035 |     cirq.ops.clifford_gate
import time:       427 |        427 |       cirq.ops.global_phase_op
import time:       424 |        424 |         cirq.ops.op_tree
import time:       472 |        472 |         cirq.ops.pauli_interaction_gate
import time:      1591 |       2487 |       cirq.ops.pauli_string
import time:       945 |       3858 |     cirq.ops.dense_pauli_string
import time:       221 |        221 |                 scipy._lib._testutils
import time:       202 |        422 |               scipy._lib
import time:       150 |        571 |             scipy._lib.deprecation
import time:       166 |        166 |             scipy.__config__
import time:       120 |        120 |             scipy.version
import time:       106 |        106 |             scipy._distributor_init
import time:       381 |        381 |             scipy._lib._pep440
import time:       326 |        326 |               scipy._lib._ccallback_c
import time:       229 |        554 |             scipy._lib._ccallback
import time:      4777 |       6672 |           scipy
import time:       388 |        388 |               scipy._lib._util
import time:       193 |        580 |             scipy.sparse.sputils
import time:       492 |       1072 |           scipy.sparse.base
import time:       223 |        223 |             scipy.sparse._sparsetools
import time:       240 |        240 |               scipy.sparse.data
import time:       222 |        222 |               scipy.sparse.dia
import time:       175 |        175 |               scipy.sparse._index
import time:       483 |       1119 |             scipy.sparse.compressed
import time:       221 |       1563 |           scipy.sparse.csr
import time:       283 |        283 |           scipy.sparse.csc
import time:       847 |        847 |             scipy.sparse._csparsetools
import time:       250 |       1097 |           scipy.sparse.lil
import time:       261 |        261 |           scipy.sparse.dok
import time:       222 |        222 |           scipy.sparse.coo
import time:       377 |        377 |           scipy.sparse.bsr
import time:       211 |        211 |           scipy.sparse.construct
import time:       116 |        116 |           scipy.sparse.extract
import time:       135 |        135 |           scipy.sparse._matrix_io
import time:       186 |        186 |             scipy.sparse.csgraph._laplacian
import time:       212 |        212 |                 scipy.sparse.csgraph._tools
import time:       178 |        390 |               scipy.sparse.csgraph._validation
import time:       308 |        697 |             scipy.sparse.csgraph._shortest_path
import time:       207 |        207 |             scipy.sparse.csgraph._traversal
import time:       229 |        229 |             scipy.sparse.csgraph._min_spanning_tree
import time:       337 |        337 |             scipy.sparse.csgraph._flow
import time:       240 |        240 |             scipy.sparse.csgraph._matching
import time:       259 |        259 |             scipy.sparse.csgraph._reordering
import time:       231 |       2382 |           scipy.sparse.csgraph
import time:       513 |      14896 |         scipy.sparse
import time:       305 |        305 |         cirq.ops.projector
import time:      1090 |      16290 |       cirq.ops.linear_combinations
import time:       525 |      16814 |     cirq.ops.boolean_hamiltonian
import time:      1145 |       1145 |     cirq.ops.common_channels
import time:       648 |        648 |       cirq.ops.gateset
import time:       308 |        308 |       cirq.ops.parallel_gate
import time:       289 |       1244 |     cirq.ops.common_gate_families
import time:       318 |        318 |     cirq.ops.classically_controlled_operation
import time:       433 |        433 |     cirq.ops.diagonal_gate
import time:       499 |        499 |     cirq.ops.fourier_transform
import time:       587 |        587 |     cirq.ops.fsim_gate
import time:       328 |        328 |     cirq.ops.kraus_channel
import time:       320 |        320 |     cirq.ops.mixed_unitary_channel
import time:       524 |        524 |       cirq.ops.pauli_string_phasor
import time:       246 |        770 |     cirq.ops.pauli_sum_exponential
import time:       406 |        406 |     cirq.ops.pauli_measurement_gate
import time:       300 |        300 |     cirq.ops.qubit_order
import time:       156 |        156 |     cirq.ops.qubit_order_or_list
import time:       234 |        234 |     cirq.ops.measure_util
import time:       443 |        443 |     cirq.ops.parity_gates
import time:       206 |        206 |     cirq.ops.pauli_string_raw_types
import time:       252 |        252 |     cirq.ops.permutation_gate
import time:       404 |        404 |     cirq.ops.phased_iswap_gate
import time:       330 |        330 |     cirq.ops.phased_x_gate
import time:       233 |        233 |     cirq.ops.qid_util
import time:       374 |        374 |     cirq.ops.random_gate_channel
import time:       151 |        151 |     cirq.ops.tags
import time:      1525 |       1525 |     cirq.ops.three_qubit_gates
import time:       294 |        294 |     cirq.ops.two_qubit_diagonal_gate
import time:       295 |        295 |     cirq.ops.wait_gate
import time:       239 |        239 |     cirq.ops.state_preparation_channel
import time:       590 |      42890 |   cirq.ops
import time:       355 |        355 |         networkx.exception
import time:       269 |        269 |           networkx.utils.misc
import time:     45513 |      45513 |           networkx.utils.decorators
import time:       259 |        259 |           networkx.utils.random_sequence
import time:       150 |        150 |           networkx.utils.union_find
import time:       154 |        154 |           networkx.utils.rcm
import time:       233 |        233 |           networkx.utils.heaps
import time:       125 |        125 |           networkx.utils.contextmanagers
import time:       240 |      46940 |         networkx.utils
import time:       532 |        532 |             networkx.classes.coreviews
import time:       671 |        671 |             networkx.classes.reportviews
import time:       162 |        162 |             networkx.convert
import time:       396 |       1759 |           networkx.classes.graph
import time:       214 |        214 |           networkx.classes.digraph
import time:       211 |        211 |           networkx.classes.multigraph
import time:       204 |        204 |           networkx.classes.multidigraph
import time:       190 |        190 |           networkx.classes.ordered
import time:       136 |        136 |               networkx.classes.filters
import time:       150 |        286 |             networkx.classes.graphviews
import time:       332 |        617 |           networkx.classes.function
import time:       216 |       3408 |         networkx.classes
import time:       256 |        256 |         networkx.convert_matrix
import time:       145 |        145 |         networkx.relabel
import time:       217 |        217 |           networkx.generators.atlas
import time:       216 |        216 |           networkx.generators.classic
import time:       127 |        127 |           networkx.generators.cographs
import time:       222 |        222 |           networkx.generators.community
import time:       347 |        347 |           networkx.generators.degree_seq
import time:       201 |        201 |           networkx.generators.directed
import time:       150 |        150 |           networkx.generators.duplication
import time:       130 |        130 |           networkx.generators.ego
import time:       135 |        135 |           networkx.generators.expanders
import time:       273 |        273 |           networkx.generators.geometric
import time:       187 |        187 |           networkx.generators.internet_as_graphs
import time:       151 |        151 |           networkx.generators.intersection
import time:       119 |        119 |           networkx.generators.interval_graph
import time:       165 |        165 |           networkx.generators.joint_degree_seq
import time:       178 |        178 |           networkx.generators.lattice
import time:       262 |        262 |           networkx.generators.line
import time:       138 |        138 |           networkx.generators.mycielski
import time:       147 |        147 |           networkx.generators.nonisomorphic_trees
import time:       126 |        126 |           networkx.generators.random_clustered
import time:       319 |        319 |           networkx.generators.random_graphs
import time:       173 |        173 |           networkx.generators.small
import time:       163 |        163 |           networkx.generators.social
import time:       127 |        127 |           networkx.generators.sudoku
import time:       205 |        205 |           networkx.generators.spectral_graph_forge
import time:       125 |        125 |           networkx.generators.stochastic
import time:       174 |        174 |           networkx.generators.trees
import time:       128 |        128 |           networkx.generators.triads
import time:       437 |       5327 |         networkx.generators
import time:       216 |        216 |           networkx.readwrite.adjlist
import time:       153 |        153 |           networkx.readwrite.multiline_adjlist
import time:       154 |        154 |           networkx.readwrite.edgelist
import time:       129 |        129 |           networkx.readwrite.gpickle
import time:       161 |        161 |           networkx.readwrite.pajek
import time:       136 |        136 |           networkx.readwrite.leda
import time:       190 |        190 |             networkx.readwrite.graph6
import time:       181 |        371 |           networkx.readwrite.sparse6
import time:       909 |        909 |                 html.entities
import time:       594 |       1503 |               html
import time:        20 |       1523 |             html.entities
import time:       615 |       2137 |           networkx.readwrite.gml
import time:       372 |        372 |           networkx.readwrite.graphml
import time:       413 |        413 |           networkx.readwrite.gexf
import time:       170 |        170 |           networkx.readwrite.nx_shp
import time:       197 |        197 |             networkx.readwrite.json_graph.node_link
import time:       125 |        125 |             networkx.readwrite.json_graph.adjacency
import time:       134 |        134 |             networkx.readwrite.json_graph.tree
import time:       135 |        135 |             networkx.readwrite.json_graph.jit
import time:       121 |        121 |             networkx.readwrite.json_graph.cytoscape
import time:       173 |        883 |           networkx.readwrite.json_graph
import time:       137 |        137 |           networkx.readwrite.text
import time:       268 |       5694 |         networkx.readwrite
import time:       174 |        174 |             networkx.algorithms.assortativity.connectivity
import time:       114 |        114 |                 networkx.algorithms.assortativity.pairs
import time:       133 |        247 |               networkx.algorithms.assortativity.mixing
import time:       146 |        392 |             networkx.algorithms.assortativity.correlation
import time:       118 |        118 |             networkx.algorithms.assortativity.neighbor_degree
import time:       224 |        908 |           networkx.algorithms.assortativity
import time:       166 |        166 |           networkx.algorithms.asteroidal
import time:       123 |        123 |           networkx.algorithms.boundary
import time:       175 |        175 |           networkx.algorithms.bridges
import time:       225 |        225 |           networkx.algorithms.chains
import time:       243 |        243 |             networkx.algorithms.centrality.betweenness
import time:       140 |        140 |             networkx.algorithms.centrality.betweenness_subset
import time:       134 |        134 |             networkx.algorithms.centrality.closeness
import time:       178 |        178 |             networkx.algorithms.centrality.subgraph_alg
import time:       193 |        193 |               networkx.algorithms.centrality.flow_matrix
import time:       157 |        349 |             networkx.algorithms.centrality.current_flow_closeness
import time:       178 |        178 |             networkx.algorithms.centrality.current_flow_betweenness
import time:       145 |        145 |             networkx.algorithms.centrality.current_flow_betweenness_subset
import time:       155 |        155 |             networkx.algorithms.centrality.degree_alg
import time:       146 |        146 |             networkx.algorithms.centrality.dispersion
import time:       166 |        166 |             networkx.algorithms.centrality.eigenvector
import time:       289 |        289 |             networkx.algorithms.centrality.group
import time:       118 |        118 |             networkx.algorithms.centrality.harmonic
import time:       152 |        152 |             networkx.algorithms.centrality.katz
import time:       144 |        144 |             networkx.algorithms.centrality.load
import time:       138 |        138 |             networkx.algorithms.centrality.reaching
import time:       122 |        122 |             networkx.algorithms.centrality.percolation
import time:       140 |        140 |             networkx.algorithms.centrality.second_order
import time:       150 |        150 |             networkx.algorithms.centrality.trophic
import time:       109 |        109 |             networkx.algorithms.centrality.voterank_alg
import time:       332 |       3519 |           networkx.algorithms.centrality
import time:       194 |        194 |               networkx.algorithms.components.connected
import time:       210 |        210 |               networkx.algorithms.components.strongly_connected
import time:       143 |        143 |               networkx.algorithms.components.weakly_connected
import time:       143 |        143 |               networkx.algorithms.components.attracting
import time:       251 |        251 |               networkx.algorithms.components.biconnected
import time:       130 |        130 |               networkx.algorithms.components.semiconnected
import time:       190 |       1259 |             networkx.algorithms.components
import time:       225 |       1483 |           networkx.algorithms.chordal
import time:       220 |        220 |           networkx.algorithms.cluster
import time:       237 |        237 |           networkx.algorithms.clique
import time:       155 |        155 |           networkx.algorithms.communicability_alg
import time:       843 |        843 |               networkx.algorithms.coloring.greedy_coloring_with_interchange
import time:       246 |       1089 |             networkx.algorithms.coloring.greedy_coloring
import time:       184 |        184 |             networkx.algorithms.coloring.equitable_coloring
import time:       148 |       1419 |           networkx.algorithms.coloring
import time:       192 |        192 |           networkx.algorithms.core
import time:       159 |        159 |           networkx.algorithms.covering
import time:       229 |        229 |           networkx.algorithms.cycles
import time:       136 |        136 |           networkx.algorithms.cuts
import time:       139 |        139 |           networkx.algorithms.d_separation
import time:       286 |        286 |           networkx.algorithms.dag
import time:       267 |        267 |           networkx.algorithms.distance_measures
import time:       168 |        168 |           networkx.algorithms.distance_regular
import time:       133 |        133 |           networkx.algorithms.dominance
import time:       117 |        117 |           networkx.algorithms.dominating
import time:       164 |        164 |           networkx.algorithms.efficiency_measures
import time:       179 |        179 |           networkx.algorithms.euler
import time:       158 |        158 |           networkx.algorithms.graphical
import time:       114 |        114 |           networkx.algorithms.hierarchy
import time:       119 |        119 |           networkx.algorithms.hybrid
import time:       203 |        203 |             networkx.algorithms.link_analysis.pagerank_alg
import time:       146 |        146 |             networkx.algorithms.link_analysis.hits_alg
import time:       142 |        491 |           networkx.algorithms.link_analysis
import time:       347 |        347 |           networkx.algorithms.link_prediction
import time:       199 |        199 |           networkx.algorithms.lowest_common_ancestors
import time:       114 |        114 |           networkx.algorithms.isolate
import time:       222 |        222 |           networkx.algorithms.matching
import time:       207 |        207 |             networkx.algorithms.minors.contraction
import time:       140 |        346 |           networkx.algorithms.minors
import time:       133 |        133 |           networkx.algorithms.mis
import time:       148 |        148 |           networkx.algorithms.moral
import time:       139 |        139 |           networkx.algorithms.non_randomness
import time:       161 |        161 |             networkx.algorithms.operators.all
import time:       143 |        143 |             networkx.algorithms.operators.binary
import time:       247 |        247 |             networkx.algorithms.operators.product
import time:       124 |        124 |             networkx.algorithms.operators.unary
import time:       178 |        850 |           networkx.algorithms.operators
import time:       277 |        277 |           networkx.algorithms.planarity
import time:       164 |        164 |           networkx.algorithms.planar_drawing
import time:       147 |        147 |           networkx.algorithms.reciprocity
import time:       175 |        175 |           networkx.algorithms.regular
import time:       146 |        146 |           networkx.algorithms.richclub
import time:       194 |        194 |             networkx.algorithms.shortest_paths.generic
import time:       142 |        142 |             networkx.algorithms.shortest_paths.unweighted
import time:       360 |        360 |             networkx.algorithms.shortest_paths.weighted
import time:       133 |        133 |             networkx.algorithms.shortest_paths.astar
import time:       124 |        124 |             networkx.algorithms.shortest_paths.dense
import time:       177 |       1129 |           networkx.algorithms.shortest_paths
import time:       278 |        278 |           networkx.algorithms.similarity
import time:       149 |        149 |           networkx.algorithms.graph_hashing
import time:       206 |        206 |           networkx.algorithms.simple_paths
import time:       248 |        248 |           networkx.algorithms.smallworld
import time:       118 |        118 |           networkx.algorithms.smetric
import time:       221 |        221 |           networkx.algorithms.structuralholes
import time:       167 |        167 |           networkx.algorithms.sparsifiers
import time:       170 |        170 |           networkx.algorithms.summarization
import time:       146 |        146 |           networkx.algorithms.swap
import time:       136 |        136 |               networkx.algorithms.traversal.breadth_first_search
import time:       180 |        315 |             networkx.algorithms.traversal.beamsearch
import time:       146 |        146 |             networkx.algorithms.traversal.depth_first_search
import time:       125 |        125 |             networkx.algorithms.traversal.edgedfs
import time:       123 |        123 |             networkx.algorithms.traversal.edgebfs
import time:       162 |        869 |           networkx.algorithms.traversal
import time:       208 |        208 |           networkx.algorithms.triads
import time:       125 |        125 |           networkx.algorithms.vitality
import time:       124 |        124 |           networkx.algorithms.voronoi
import time:       116 |        116 |           networkx.algorithms.wiener
import time:       176 |        176 |             networkx.algorithms.approximation.clustering_coefficient
import time:       211 |        211 |               networkx.algorithms.approximation.ramsey
import time:       216 |        426 |             networkx.algorithms.approximation.clique
import time:       141 |        141 |             networkx.algorithms.approximation.connectivity
import time:       131 |        131 |             networkx.algorithms.approximation.distance_measures
import time:       131 |        131 |             networkx.algorithms.approximation.dominating_set
import time:       275 |        275 |             networkx.algorithms.approximation.kcomponents
import time:       138 |        138 |             networkx.algorithms.approximation.matching
import time:       144 |        144 |             networkx.algorithms.approximation.steinertree
import time:       204 |        204 |             networkx.algorithms.approximation.traveling_salesman
import time:       196 |        196 |             networkx.algorithms.approximation.treewidth
import time:       112 |        112 |             networkx.algorithms.approximation.vertex_cover
import time:       152 |        152 |             networkx.algorithms.approximation.maxcut
import time:       265 |       2486 |           networkx.algorithms.approximation
import time:       260 |        260 |             networkx.algorithms.bipartite.basic
import time:       128 |        128 |             networkx.algorithms.bipartite.centrality
import time:       148 |        148 |             networkx.algorithms.bipartite.cluster
import time:       132 |        132 |                 networkx.algorithms.bipartite.matrix
import time:       178 |        309 |               networkx.algorithms.bipartite.matching
import time:       132 |        441 |             networkx.algorithms.bipartite.covering
import time:       172 |        172 |             networkx.algorithms.bipartite.edgelist
import time:       171 |        171 |             networkx.algorithms.bipartite.projection
import time:       131 |        131 |             networkx.algorithms.bipartite.redundancy
import time:       114 |        114 |             networkx.algorithms.bipartite.spectral
import time:       207 |        207 |             networkx.algorithms.bipartite.generators
import time:       222 |       1989 |           networkx.algorithms.bipartite
import time:       116 |        116 |               networkx.algorithms.node_classification.utils
import time:       189 |        305 |             networkx.algorithms.node_classification.hmn
import time:       145 |        145 |             networkx.algorithms.node_classification.lgc
import time:       140 |        589 |           networkx.algorithms.node_classification
import time:       280 |        280 |             networkx.algorithms.community.asyn_fluid
import time:       134 |        134 |             networkx.algorithms.community.centrality
import time:       121 |        121 |             networkx.algorithms.community.kclique
import time:       114 |        114 |               networkx.algorithms.community.community_utils
import time:       163 |        277 |             networkx.algorithms.community.kernighan_lin
import time:       163 |        163 |             networkx.algorithms.community.label_propagation
import time:       161 |        161 |             networkx.algorithms.community.lukes
import time:       205 |        205 |               networkx.algorithms.community.quality
import time:       168 |        168 |               networkx.utils.mapped_queue
import time:       182 |        554 |             networkx.algorithms.community.modularity_max
import time:       189 |       1876 |           networkx.algorithms.community
import time:       250 |        250 |                 networkx.algorithms.flow.utils
import time:       163 |        413 |               networkx.algorithms.flow.boykovkolmogorov
import time:       133 |        133 |               networkx.algorithms.flow.dinitz_alg
import time:       137 |        137 |               networkx.algorithms.flow.edmondskarp
import time:       162 |        162 |               networkx.algorithms.flow.preflowpush
import time:       136 |        136 |               networkx.algorithms.flow.shortestaugmentingpath
import time:       249 |       1228 |             networkx.algorithms.flow.maxflow
import time:       129 |        129 |             networkx.algorithms.flow.mincost
import time:       140 |        140 |             networkx.algorithms.flow.gomory_hu
import time:       179 |        179 |             networkx.algorithms.flow.capacityscaling
import time:       211 |        211 |             networkx.algorithms.flow.networksimplex
import time:       185 |       2070 |           networkx.algorithms.flow
import time:       175 |        175 |             networkx.algorithms.isomorphism.isomorph
import time:       225 |        225 |               networkx.algorithms.isomorphism.isomorphvf2
import time:       228 |        453 |             networkx.algorithms.isomorphism.vf2userfunc
import time:       182 |        182 |             networkx.algorithms.isomorphism.matchhelpers
import time:       282 |        282 |             networkx.algorithms.isomorphism.temporalisomorphvf2
import time:       272 |        272 |             networkx.algorithms.isomorphism.ismags
import time:       152 |        152 |             networkx.algorithms.isomorphism.tree_isomorphism
import time:       185 |       1697 |           networkx.algorithms.isomorphism
import time:       243 |        243 |           networkx.algorithms.tournament
import time:       226 |        226 |               networkx.algorithms.tree.recognition
import time:       303 |        528 |             networkx.algorithms.tree.branchings
import time:       193 |        193 |             networkx.algorithms.tree.coding
import time:       212 |        212 |             networkx.algorithms.tree.mst
import time:       134 |        134 |             networkx.algorithms.tree.operations
import time:       149 |        149 |             networkx.algorithms.tree.decomposition
import time:       189 |       1401 |           networkx.algorithms.tree
import time:       115 |        115 |               networkx.algorithms.connectivity.utils
import time:       224 |        338 |             networkx.algorithms.connectivity.connectivity
import time:       158 |        158 |             networkx.algorithms.connectivity.cuts
import time:      1051 |       1051 |             networkx.algorithms.connectivity.edge_augmentation
import time:       230 |        230 |             networkx.algorithms.connectivity.edge_kcomponents
import time:       155 |        155 |             networkx.algorithms.connectivity.disjoint_paths
import time:       159 |        159 |             networkx.algorithms.connectivity.kcomponents
import time:       142 |        142 |             networkx.algorithms.connectivity.kcutsets
import time:       161 |        161 |             networkx.algorithms.connectivity.stoerwagner
import time:       219 |       2609 |           networkx.algorithms.connectivity
import time:      1373 |      35664 |         networkx.algorithms
import time:       191 |        191 |           networkx.linalg.attrmatrix
import time:       122 |        122 |           networkx.linalg.spectrum
import time:       125 |        125 |           networkx.linalg.graphmatrix
import time:       195 |        195 |           networkx.linalg.laplacianmatrix
import time:       247 |        247 |           networkx.linalg.algebraicconnectivity
import time:       248 |        248 |           networkx.linalg.modularitymatrix
import time:       137 |        137 |           networkx.linalg.bethehessianmatrix
import time:       239 |       1502 |         networkx.linalg
import time:       179 |        179 |             networkx.testing.utils
import time:       109 |        109 |             networkx.testing.test
import time:       143 |        430 |           networkx.testing
import time:        20 |        449 |         networkx.testing.test
import time:       319 |        319 |           networkx.drawing.layout
import time:       257 |        257 |           networkx.drawing.nx_pylab
import time:       187 |        187 |           networkx.drawing.nx_agraph
import time:       168 |        168 |           networkx.drawing.nx_pydot
import time:       192 |       1120 |         networkx.drawing
import time:       657 |     101512 |       networkx
import time:       376 |     101888 |     cirq.devices.device
import time:       455 |        455 |     cirq.devices.grid_device_metadata
import time:       547 |        547 |     cirq.devices.grid_qubit
import time:       370 |        370 |     cirq.devices.line_qubit
import time:       204 |        204 |     cirq.devices.unconstrained_device
import time:       621 |        621 |     cirq.devices.noise_model
import time:      1738 |       1738 |     cirq.devices.named_topologies
import time:       243 |        243 |       cirq.devices.noise_utils
import time:       614 |        857 |     cirq.devices.insertion_noise_model
import time:      5407 |       5407 |             scipy.linalg._fblas
import time:        66 |         66 |             scipy.linalg._cblas
import time:        52 |         52 |             scipy.linalg._fblas_64
import time:       321 |       5844 |           scipy.linalg.blas
import time:       988 |        988 |             scipy.linalg._flapack
import time:        61 |         61 |             scipy.linalg._clapack
import time:        49 |         49 |             scipy.linalg._flapack_64
import time:      1815 |       2911 |           scipy.linalg.lapack
import time:       246 |       9000 |         scipy.linalg.misc
import time:       374 |        374 |             scipy.linalg._flinalg
import time:       188 |        562 |           scipy.linalg.flinalg
import time:       384 |        384 |           scipy.linalg.decomp
import time:       201 |        201 |           scipy.linalg.decomp_svd
import time:       768 |        768 |           scipy.linalg._solve_toeplitz
import time:       436 |       2349 |         scipy.linalg.basic
import time:       186 |        186 |         scipy.linalg.decomp_lu
import time:       192 |        192 |         scipy.linalg._decomp_ldl
import time:       169 |        169 |         scipy.linalg.decomp_cholesky
import time:       177 |        177 |         scipy.linalg.decomp_qr
import time:       200 |        200 |         scipy.linalg._decomp_qz
import time:       281 |        281 |         scipy.linalg.decomp_schur
import time:       291 |        291 |         scipy.linalg._decomp_polar
import time:       260 |        260 |           scipy.linalg.special_matrices
import time:       191 |        191 |           scipy.linalg._expm_frechet
import time:       744 |        744 |             scipy.linalg._matfuncs_sqrtm_triu
import time:       235 |        979 |           scipy.linalg._matfuncs_sqrtm
import time:       267 |       1695 |         scipy.linalg.matfuncs
import time:       261 |        261 |         scipy.linalg._solvers
import time:       149 |        149 |         scipy.linalg._procrustes
import time:       584 |        584 |           scipy.linalg.cython_blas
import time:      1811 |       1811 |           scipy.linalg.cython_lapack
import time:       536 |       2930 |         scipy.linalg._decomp_update
import time:       184 |        184 |         scipy.linalg._sketches
import time:       197 |        197 |         scipy.linalg._decomp_cossin
import time:       413 |      18669 |       scipy.linalg
import time:      1033 |      19702 |     cirq.devices.thermal_noise_model
import time:       453 |        453 |     cirq.devices.noise_properties
import time:       991 |        991 |     cirq.devices.superconducting_qubits_noise_properties
import time:       321 |     128141 |   cirq.devices
import time:       509 |        509 |       cirq.study.resolver
import time:      1023 |       1023 |       cirq.study.sweeps
import time:       510 |        510 |       cirq.study.sweepable
import time:       718 |       2759 |     cirq.study.flatten_expressions
import time:       719 |        719 |     cirq.study.result
import time:       217 |       3693 |   cirq.study
import time:       293 |        293 |   cirq.protocols.act_on_protocol
import time:       530 |        530 |     cirq.protocols.qid_shape_protocol
import time:      1143 |       1143 |     cirq.protocols.decompose_protocol
import time:       532 |       2205 |   cirq.protocols.apply_unitary_protocol
import time:       230 |        230 |         cirq.protocols.has_unitary_protocol
import time:       392 |        621 |       cirq.protocols.mixture_protocol
import time:       309 |        930 |     cirq.protocols.kraus_protocol
import time:       447 |       1377 |   cirq.protocols.apply_channel_protocol
import time:       406 |        406 |   cirq.protocols.apply_mixture_protocol
import time:       260 |        260 |   cirq.protocols.approximate_equality_protocol
import time:       321 |        321 |   cirq.protocols.commutes_protocol
import time:       318 |        318 |   cirq.protocols.control_key_protocol
import time:       703 |        703 |   cirq.protocols.circuit_diagram_info_protocol
import time:       218 |        218 |   cirq.protocols.equal_up_to_global_phase_protocol
import time:       167 |        167 |   cirq.protocols.has_stabilizer_effect_protocol
import time:       396 |        396 |   cirq.protocols.inverse_protocol
import time:       420 |        420 |     cirq.protocols.resolve_parameters
import time:       162 |        581 |   cirq.protocols.mul_protocol
import time:       263 |        263 |     cirq.protocols.unitary_protocol
import time:       305 |        568 |   cirq.protocols.pauli_expansion_protocol
import time:       304 |        304 |   cirq.protocols.pow_protocol
import time:       490 |        490 |   cirq.protocols.qasm
import time:       249 |        249 |   cirq.protocols.quil
import time:       217 |        217 |   cirq.protocols.trace_distance_bound
import time:       205 |        205 |   cirq.protocols.phase_protocol
import time:      2110 |       2110 |         cirq.circuits._box_drawing_character_data
import time:       262 |       2371 |       cirq.circuits._block_diagram_drawer
import time:      1243 |       3613 |     cirq.circuits.text_diagram_drawer
import time:       809 |        809 |     cirq.circuits.qasm_output
import time:       547 |        547 |     cirq.circuits.quil_output
import time:       452 |        452 |       cirq.circuits._bucket_priority_queue
import time:      2180 |       2180 |       cirq.circuits.circuit_operation
import time:       189 |        189 |       cirq.circuits.insert_strategy
import time:       722 |        722 |       cirq.circuits.moment
import time:      2587 |       6128 |     cirq.circuits.circuit
import time:       481 |        481 |     cirq.circuits.circuit_dag
import time:       432 |        432 |     cirq.circuits.frozen_circuit
import time:       350 |        350 |     cirq.circuits.optimization_pass
import time:       278 |      12634 |   cirq.circuits
import time:       267 |        267 |     cirq.optimizers.align_left
import time:       175 |        175 |     cirq.optimizers.align_right
import time:       176 |        176 |     cirq.optimizers.drop_empty_moments
import time:       185 |        185 |     cirq.optimizers.drop_negligible
import time:       671 |        671 |                     cirq.sim.simulation_state_base
import time:       707 |       1378 |                   cirq.sim.simulation_state
import time:       268 |       1645 |                 cirq.sim.act_on_args
import time:       434 |        434 |                   cirq.sim.simulation_product_state
